"KAZNIVO DEJANJE","Vložnik ovadbe - SKUPAJ 2013","Vložnik ovadbe - SKUPAJ 2014","Vložnik ovadbe - SKUPAJ 2015","Vložnik ovadbe - SKUPAJ 2016","Vložnik ovadbe - SKUPAJ 2017","Vložnik ovadbe - SKUPAJ 2018","Vložnik ovadbe - SKUPAJ 2019","Vložnik ovadbe - SKUPAJ 2020","Vložnik ovadbe - SKUPAJ 2021","Drugo 2013","Drugo 2014","Drugo 2015","Drugo 2016","Drugo 2017","Drugo 2018","Drugo 2019","Drugo 2020","Drugo 2021","Oškodovanec 2013","Oškodovanec 2014","Oškodovanec 2015","Oškodovanec 2016","Oškodovanec 2017","Oškodovanec 2018","Oškodovanec 2019","Oškodovanec 2020","Oškodovanec 2021","Policija 2013","Policija 2014","Policija 2015","Policija 2016","Policija 2017","Policija 2018","Policija 2019","Policija 2020","Policija 2021","Inšpekcija 2013","Inšpekcija 2014","Inšpekcija 2015","Inšpekcija 2016","Inšpekcija 2017","Inšpekcija 2018","Inšpekcija 2019","Inšpekcija 2020","Inšpekcija 2021","Agencija za plaèilni promet RS 2013","Agencija za plaèilni promet RS 2014","Agencija za plaèilni promet RS 2015","Agencija za plaèilni promet RS 2016","Agencija za plaèilni promet RS 2017","Agencija za plaèilni promet RS 2018","Agencija za plaèilni promet RS 2019","Agencija za plaèilni promet RS 2020","Agencija za plaèilni promet RS 2021","Sam storilec 2013","Sam storilec 2014","Sam storilec 2015","Sam storilec 2016","Sam storilec 2017","Sam storilec 2018","Sam storilec 2019","Sam storilec 2020","Sam storilec 2021","Neposredna ugotovitev državnega tožilstva 2013","Neposredna ugotovitev državnega tožilstva 2014","Neposredna ugotovitev državnega tožilstva 2015","Neposredna ugotovitev državnega tožilstva 2016","Neposredna ugotovitev državnega tožilstva 2017","Neposredna ugotovitev državnega tožilstva 2018","Neposredna ugotovitev državnega tožilstva 2019","Neposredna ugotovitev državnega tožilstva 2020","Neposredna ugotovitev državnega tožilstva 2021","Drug obèan 2013","Drug obèan 2014","Drug obèan 2015","Drug obèan 2016","Drug obèan 2017","Drug obèan 2018","Drug obèan 2019","Drug obèan 2020","Drug obèan 2021","Državni pravobranilec 2013","Državni pravobranilec 2014","Državni pravobranilec 2015","Državni pravobranilec 2016","Državni pravobranilec 2017","Državni pravobranilec 2018","Državni pravobranilec 2019","Državni pravobranilec 2020","Državni pravobranilec 2021","Sodišèe 2013","Sodišèe 2014","Sodišèe 2015","Sodišèe 2016","Sodišèe 2017","Sodišèe 2018","Sodišèe 2019","Sodišèe 2020","Sodišèe 2021"
"4.XV.128000 povzroèitev nevarnosti",-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XV.129 zapustitev slabotne osebe",4,1,2,7,6,8,5,7,-,1,1,2,1,1,1,1,2,-,0,-,-,4,2,3,-,2,-,2,-,-,-,2,-,1,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,1,-,-,2,1,4,3,3,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XV.129000 zapustitev slabotne osebe",4,1,2,7,6,8,5,7,1,1,1,2,1,1,1,1,2,1,0,-,-,4,2,3,-,2,-,2,-,-,-,2,-,1,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,1,-,-,2,1,4,3,3,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XV.130 opustitev pomoèi",1,1,5,1,6,3,5,5,-,0,-,-,-,-,1,-,-,-,0,1,-,-,3,1,4,3,-,1,-,1,1,1,-,-,2,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,4,-,2,1,1,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XV.130000 opustitev pomoèi",1,1,5,1,6,3,5,5,6,0,-,-,-,-,1,-,-,3,0,1,-,-,3,1,4,3,-,1,-,1,1,1,-,-,2,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,4,-,2,1,1,-,3,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI KAZNIVA DEJANJA ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE",1152,648,710,701,2302,2191,2299,2596,2468,31,18,36,12,27,17,24,29,43,748,409,439,533,1905,1911,2011,2254,2139,325,208,225,133,343,241,237,270,237,0,-,-,-,1,-,1,2,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,21,-,2,6,6,6,8,15,23,26,11,6,17,15,12,14,25,24,-,-,1,-,-,-,-,-,-,0,2,1,-,5,4,4,1,1
"4.XVI.131 kršitev enakopravnosti",29,5,14,18,20,19,18,11,-,0,-,-,1,-,-,-,-,-,20,4,11,12,17,19,17,11,-,1,-,1,4,3,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,8,-,-,-,-,-,1,-,-,0,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.131010 kršitev enakopravnosti - od. 1",19,3,11,9,11,15,16,7,38,0,-,-,1,-,-,-,-,-,19,3,8,7,8,15,15,7,33,0,-,1,-,3,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,1,-,5,0,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.131020 kršitev enakopravnosti - od. 2",1,1,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.131031 kršitev enakopravnosti - od. 3 v zvezi z od. 1",9,1,3,9,9,4,2,4,13,0,-,-,-,-,-,-,-,-,1,-,3,5,9,4,2,4,13,0,-,-,4,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.132 prisiljenje",15,11,5,14,10,9,5,8,-,0,-,-,-,-,-,1,-,-,11,10,2,9,8,7,4,6,-,2,1,3,3,-,2,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,2,-,-,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,0,-,-,-,2,-,-,1,-
"4.XVI.132010 prisiljenje - od. 1",15,11,5,14,10,9,5,8,35,0,-,-,-,-,-,1,-,-,11,10,2,9,8,7,4,6,33,2,1,3,3,-,2,-,-,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,2,-,-,2,-,-,-,1,1,-,-,-,-,-,-,-,-,-,0,-,-,-,2,-,-,1,-
"4.XVI.132a prisilna sklenitev zakonske zveze ali vzpostavitve podobne skupnosti",-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XVI.132110 prisilna sklenitev zakonske zveze ali vzpostavitve podobne skupnosti - od. 1",-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XVI.132121 prisilna sklenitev zakonske zveze ali vzpostavitve podobne skupnosti - od. 2 v zvezi z od. 1",-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XVI.133 protipraven odvzem prostosti",46,30,40,18,29,30,32,25,-,3,-,-,-,1,1,1,-,-,30,16,28,14,23,29,24,24,-,8,13,12,1,5,-,5,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,4,1,-,2,-,-,2,1,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.133010 protipraven odvzem prostosti - od. 1",35,25,31,16,23,21,18,18,14,2,-,-,-,-,1,1,-,-,24,11,20,13,18,20,10,17,9,6,13,11,1,5,-,5,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,4,2,1,-,1,-,-,2,1,1,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.133021 protipraven odvzem prostosti - od. 2 v zvezi z od. 1",7,5,7,1,4,7,12,4,8,1,-,-,-,1,-,-,-,-,3,5,6,1,3,7,12,4,8,1,-,1,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.133031 protipraven odvzem prostosti - od. 3 v zvezi z od. 1",4,-,-,1,-,-,1,1,1,0,-,-,-,-,-,-,-,1,3,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.133040 protipraven odvzem prostosti - od. 4",-,-,2,-,2,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XVI.134 ugrabitev in prisilno izginotje",-,10,4,2,7,5,9,11,-,-,1,1,-,-,-,-,-,-,-,7,2,-,4,4,8,7,-,-,2,1,-,3,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XVI.134010 ugrabitev in prisilno izginotje - od. 1",-,8,2,1,6,1,5,7,2,-,-,-,-,-,-,-,-,2,-,6,2,-,3,1,4,3,-,-,2,-,-,3,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XVI.134021 ugrabitev in prisilno izginotje - od. 2 v zvezi z od. 1",-,2,2,1,1,4,4,4,4,-,1,1,-,-,-,-,-,1,-,1,-,-,1,3,4,4,3,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XVI.134a zalezovanje",-,-,-,-,92,107,150,195,-,-,-,-,-,1,-,1,-,-,-,-,-,-,77,96,134,179,-,-,-,-,-,14,8,11,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,2,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
"4.XVI.134110 zalezovanje - od. 1",-,-,-,-,89,96,144,190,211,-,-,-,-,1,-,1,-,1,-,-,-,-,74,88,129,174,197,-,-,-,-,14,7,11,15,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
"4.XVI.134121 zalezovanje - od. 2 v zvezi z od. 1",-,-,-,-,3,11,6,5,6,-,-,-,-,-,-,-,-,1,-,-,-,-,3,8,5,5,5,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XVI.135 ogrožanje varnosti",593,248,251,334,1754,1635,1701,1905,-,9,2,2,1,13,9,13,15,-,387,134,146,263,1481,1437,1487,1664,-,185,106,102,69,246,182,187,205,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,6,-,-,1,3,1,5,4,-,5,4,-,-,9,4,6,17,-,-,-,1,-,-,-,-,-,-,0,2,-,-,2,2,3,-,-
"4.XVI.135010 ogrožanje varnosti - od. 1",498,161,131,232,1314,1247,1287,1380,1279,6,2,-,-,9,6,9,5,13,317,106,92,185,1104,1080,1108,1197,1086,165,48,38,47,191,157,160,168,166,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,6,-,-,-,3,-,5,1,6,3,3,-,-,6,2,2,9,7,-,-,1,-,-,-,-,-,-,0,2,-,-,1,2,3,-,1
"4.XVI.135020 ogrožanje varnosti - od. 2",95,87,120,102,81,23,21,27,20,3,-,2,1,1,-,-,1,1,70,28,54,78,60,22,21,21,18,20,58,64,22,20,-,-,4,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,1,-,1,-,-,-,2,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.135021 grožnja - od. 2 v zvezi z od. 1",-,-,-,-,359,365,393,498,467,-,-,-,-,3,3,4,9,6,-,-,-,-,317,335,358,446,426,-,-,-,-,35,25,27,33,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,-,-,-,-,3,2,4,7,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
"4.XVI.135a muèenje",-,-,-,-,9,6,9,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,5,9,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XVI.135110 muèenje - od. 1",-,-,-,-,9,5,8,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,8,4,8,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XVI.135121 muèenje - od. 2 v zvezi z od. 1",-,-,-,-,-,1,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XVI.136 neupravièena osebna preiskava",1,3,1,6,6,8,1,5,-,0,1,-,-,-,-,-,-,-,1,2,1,6,6,7,1,5,-,0,-,-,-,-,1,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.136010 neupravièena osebna preiskava - od. 1",1,1,1,3,3,1,-,3,-,0,1,-,-,-,-,-,-,-,1,-,1,3,3,1,-,3,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.136021 neupravièena osebna preiskava - od. 2 v zvezi z od. 1",-,2,-,3,3,7,1,2,3,-,-,-,-,-,-,-,-,2,-,2,-,3,3,6,1,2,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XVI.137 neupravièeno prisluškovanje in zvoèno snemanje",14,10,16,13,23,9,16,12,-,0,-,2,2,2,-,-,-,-,13,9,12,10,15,9,15,9,-,1,1,2,1,4,-,1,1,-,0,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,1,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,1,-,-,-,-
"4.XVI.137010 neupravièeno prisluškovanje in zvoèno snemanje - od. 1",9,7,11,7,16,8,9,7,7,0,-,2,1,1,-,-,-,-,9,6,8,5,10,8,8,5,7,0,1,1,1,4,-,1,1,-,0,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,1,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.137020 neupravièeno prisluškovanje in zvoèno snemanje - od. 2",5,3,3,6,7,-,7,3,2,0,-,-,1,1,-,-,-,-,4,3,2,5,5,-,7,3,2,1,-,1,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,1,-,-,-,-
"4.XVI.137031 neupravièeno prisluškovanje in zvoèno snemanje - od. 3 v zvezi z od. 1",-,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XVI.137032 neupravièeno prisluškovanje in zvoèno snemanje - od. 3 v zvezi z od. 2",-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XVI.138 neupravièeno slikovno snemanje",58,69,97,60,49,80,60,103,-,5,3,17,1,1,3,1,-,-,41,52,68,45,41,68,55,93,-,11,14,10,14,7,7,3,7,-,0,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,1,-,-,-,-,1,-,1,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,0,-,1,-,-,-,-,-,-
"4.XVI.138010 neupravièeno slikovno snemanje - od. 1",56,60,95,58,48,78,59,103,93,5,3,17,1,1,2,1,-,1,40,46,66,43,40,67,54,93,83,10,11,10,14,7,7,3,7,2,0,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,1,-,-,-,-,1,3,1,-,-,-,-,2,-,2,3,-,-,-,-,-,-,-,-,-,0,-,1,-,-,-,-,-,-
"4.XVI.138021 neupravièeno slikovno snemanje - od. 2 v zvezi z od. 1",1,9,2,2,1,2,1,-,1,0,-,-,-,-,1,-,-,-,0,6,2,2,1,1,1,-,1,1,3,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.138031 neupravièeno slikovno snemanje - od. 3 v zvezi z od. 1",1,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.139 kršitev tajnosti obèil",18,21,21,16,15,14,14,21,-,0,1,2,4,1,-,-,1,-,10,17,14,8,12,10,14,19,-,5,3,5,4,2,4,-,1,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.139010 kršitev tajnosti obèil - od. 1",9,4,6,5,5,8,4,11,6,0,1,-,2,-,-,-,1,-,5,3,5,2,4,6,4,9,6,2,-,1,1,1,2,-,1,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.139021 kršitev tajnosti obèil - od. 2, tè. 1",1,2,2,-,1,-,-,-,-,0,-,2,-,-,-,-,-,-,1,2,-,-,1,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.139022 kršitev tajnosti obèil - od. 2, tè. 2",1,-,1,-,1,-,2,-,1,0,-,-,-,-,-,-,-,-,1,-,1,-,1,-,2,-,1,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.139023 kršitev tajnosti obèil - od. 2, tè. 3",1,1,-,1,1,-,1,-,-,0,-,-,1,-,-,-,-,-,1,1,-,-,1,-,1,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.139031 kršitev tajnosti obèil - od. 3 v zvezi z od. 1",2,3,1,-,-,-,1,-,-,0,-,-,-,-,-,-,-,-,0,2,1,-,-,-,1,-,-,2,1,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.139032 kršitev tajnosti obèil - od. 3 v zvezi z od. 2",1,-,1,-,-,-,-,1,-,0,-,-,-,-,-,-,-,-,0,-,1,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.139040 kršitev tajnosti obèil - od. 4",2,2,5,7,4,3,2,4,2,0,-,-,-,-,-,-,-,-,1,2,4,5,3,3,2,4,2,0,-,1,2,1,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.139051 kršitev tajnosti obèil - od. 5 v zvezi z od. 1",1,6,4,3,2,-,1,4,8,0,-,-,1,1,-,-,-,-,1,5,2,1,1,-,1,4,8,0,1,2,1,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XVI.139052 kršitev tajnosti obèil - od. 5 v zvezi z od. 2",-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
